#separator:tab
#html:true
#tags column:3
What does clustering have to do with reducing labeling cost?	Label one representative instance per cluster and propagate the label to the cluster. Géron's demo shows 50 well-chosen representatives massively outperforming 50 random labels — the core argument for active learning.	01-hands-on-ml-geron ch09
What is backpropagation in one sentence?	Reverse-mode automatic differentiation combined with gradient descent — a forward pass that caches intermediate activations, then a backward pass applying the chain rule from loss to parameters, then a gradient step.	01-hands-on-ml-geron ch10
Why can't you initialize all neural network weights to zero?	Every neuron in a layer would compute the same output and receive the same gradient, so they would stay identical forever — the layer collapses to a single neuron. Random initialization breaks the symmetry.	01-hands-on-ml-geron ch10
Why must activation functions be nonlinear?	Composing linear layers gives another linear layer: W₂(W₁x) = (W₂W₁)x. Without nonlinearity, any depth of network is equivalent to a single linear layer.	01-hands-on-ml-geron ch10
Which output activation and loss for multiclass classification, and why does it matter for LLMs?	Softmax output with categorical cross-entropy. This is exactly an LLM's output layer — next-token prediction is multiclass classification over the vocabulary.	01-hands-on-ml-geron ch10
<code>sparse_categorical_crossentropy</code> vs <code>categorical_crossentropy</code>?	Sparse takes integer class indices; the non-sparse version takes one-hot vectors. Using the wrong one gives a shape error or silently wrong training.	01-hands-on-ml-geron ch10
How do you find a good learning rate?	The LR-range test: ramp the learning rate exponentially during a short training run and plot the loss against it. Choose a value slightly below where the loss starts to climb.	01-hands-on-ml-geron ch10
Why does training memory scale with activations rather than weights?	Backprop needs the forward-pass activations to apply the chain rule, so they are all cached until the backward pass consumes them. This is the basis of fine-tuning memory math and of gradient-checkpointing as a mitigation.	01-hands-on-ml-geron ch10
Why do gradients vanish in deep networks?	Backprop multiplies many terms; if they are consistently &lt; 1 the product approaches zero and lower layers stop learning. Historically caused by saturating sigmoid activations plus N(0,1) initialization, which grew activation variance until neurons saturated where the derivative is ~0.	01-hands-on-ml-geron ch11
Which initialization for which activation?	Glorot/Xavier for tanh, sigmoid, softmax, and linear. He for ReLU and its variants. LeCun for SELU.	01-hands-on-ml-geron ch11
What does batch normalization do, and what are γ and β?	It normalizes each layer's inputs to zero mean and unit variance over the mini-batch, then rescales with learned γ (scale) and β (shift). The learned parameters mean the network can undo the normalization, so no expressiveness is lost.	01-hands-on-ml-geron ch11
Why do transformers use LayerNorm instead of BatchNorm?	LayerNorm normalizes across features within a single example, so it is independent of batch size and of other sequences in the batch. That matters for variable-length text and for inference at batch size 1, where BatchNorm's batch statistics are unusable.	01-hands-on-ml-geron ch11
What is a dying ReLU and how do you fix it?	A neuron whose weighted sum is always negative outputs 0 and receives gradient 0, so it never recovers. Fix with Leaky ReLU, ELU, or SELU, which have a nonzero slope for negative inputs.	01-hands-on-ml-geron ch11
What is the transfer-learning recipe?	Freeze the reused layers, train the new output layer to convergence, then unfreeze the top one or two reused layers and continue with a ~10× lower learning rate. In Keras you must recompile after changing <code>trainable</code>.	01-hands-on-ml-geron ch11
Why does LLM training use learning-rate warmup?	Adam's moment estimates are unreliable during the first few hundred steps; applying the full learning rate then can destabilize training permanently. Warmup ramps the rate up gradually, then cosine decay anneals it.	01-hands-on-ml-geron ch11
What is AdamW and why did it replace Adam for transformers?	Adam with decoupled weight decay. Adam's L2 penalty interacts badly with its per-parameter adaptive scaling, so the effective regularization varies by parameter. AdamW applies decay separately from the adaptive step.	01-hands-on-ml-geron ch11
What is the difference between a loss and a metric?	A loss must be differentiable because gradients flow through it, and need not be human-interpretable. A metric need not be differentiable and should be interpretable. Metrics are also <i>streamed</i> — accumulated across batches, not averaged per batch.	01-hands-on-ml-geron ch12
What does a <code>GradientTape</code> do?	Records every operation involving watched tensors during the forward pass, then replays that graph in reverse to compute gradients. Variables are watched automatically; constants need <code>tape.watch()</code>. The tape is released after one <code>gradient()</code> call unless <code>persistent=True</code>.	01-hands-on-ml-geron ch12
Write the universal training loop in five steps.	Forward pass → compute loss → backward pass for gradients → optimizer step → reset gradients. Identical in TF (<code>tape.gradient</code> / <code>apply_gradients</code>) and PyTorch (<code>loss.backward()</code> / <code>optimizer.step()</code> / <code>zero_grad()</code>).	01-hands-on-ml-geron ch12
Why should you use the framework's <code>cross_entropy</code> instead of composing <code>log(softmax(x))</code>?	Numerical stability. The naive composition overflows or underflows for large or small logits; the fused implementation uses the log-sum-exp trick internally.	01-hands-on-ml-geron ch12
What happens to plain Python code inside a <code>@tf.function</code>?	It executes only once, at trace time, and its effects are baked into the graph. <code>print()</code> fires once; <code>tf.print()</code> fires every call. Python loops over Python data are unrolled.	01-hands-on-ml-geron ch12
What does <code>tf.stop_gradient</code> (PyTorch: <code>.detach()</code>) do, and where is it used?	Blocks gradient flow through part of the graph. Used for freezing layers, straight-through estimators, target networks in RL, and anywhere you want a value without a gradient path.	01-hands-on-ml-geron ch12
What does <code>prefetch</code> do and why does it matter so much?	While the GPU trains on batch n, the CPU prepares batch n+1, overlapping the two instead of alternating idle periods. It is frequently a ~2× throughput win for one line of code.	01-hands-on-ml-geron ch13
Why does the shuffle buffer size matter?	<code>shuffle</code> samples from a fixed-size buffer, not the whole dataset. If the data has any ordering (e.g. sorted by class) and the buffer is small, batches will be non-representative — often single-class — and training will fail in ways that look like model bugs.	01-hands-on-ml-geron ch13
One-hot encoding vs embeddings for categorical features?	One-hot for small vocabularies: sparse, orthogonal, no similarity structure. Embeddings for large ones: a dense trainable vector per category (typically 10–300 dims), learned by gradient descent, in which semantic similarity emerges rather than being specified.	01-hands-on-ml-geron ch13
What <i>is</i> an <code>Embedding</code> layer, mechanically?	A trainable lookup table — a (vocab_size, dim) matrix where <code>embedding(i)</code> returns row i. An LLM's token embedding layer is exactly this; GPT-2 small's is (50257, 768).	01-hands-on-ml-geron ch13
What is training/serving skew, and how do you prevent it?	Preprocessing at serving time drifts from preprocessing at training time, so the model sees differently-transformed inputs in production. Nothing crashes; quality just degrades. Prevent it by putting preprocessing inside the model as layers, so it ships with the weights.	01-hands-on-ml-geron ch13
Why shard data into a few large files instead of millions of small ones?	Per-file filesystem overhead dominates read time for small files. Large sequential shards read far faster and can be read in parallel across shards. TFRecord, Parquet, and WebDataset all exist for this reason.	01-hands-on-ml-geron ch13
What two constraints does a CNN impose on a dense layer, and what do they buy?	<b>Locality</b> (each neuron sees only a small receptive field) and <b>weight sharing</b> (the same filter slides everywhere). They buy an enormous reduction in parameters and translation equivariance.	01-hands-on-ml-geron ch14
Why prefer two stacked 3×3 convolutions over one 5×5?	Same receptive field, fewer parameters (2×9=18 vs 25 per channel pair), and an extra nonlinearity between them, so more expressive power for less cost.	01-hands-on-ml-geron ch14
What problem do residual (skip) connections solve, and how?	Vanishing gradients in very deep networks. The block learns f(x) = h(x) − x and outputs f(x) + x, giving gradients a direct path backwards and making an untrained block an identity function — so adding depth never hurts at initialization.	01-hands-on-ml-geron ch14
Where do residual connections appear in a transformer?	The whole block: <code>x = x + attention(norm(x))</code> then <code>x = x + ffn(norm(x))</code>. The <code>x</code> carried through those additions is what interpretability work calls the <b>residual stream</b>.	01-hands-on-ml-geron ch14
Why does CNN training run out of memory, and what do you change first?	Activation memory, not weights — backprop caches every layer's activations for the backward pass, and it scales with batch size. Reduce the batch size first.	01-hands-on-ml-geron ch14
What is inductive bias, with CNNs and transformers as the contrast?	The assumptions an architecture encodes. CNNs assume locality and translation invariance, so they learn efficiently from little data on images. Transformers assume almost nothing, so they need far more data — and surpass CNNs once they have it.	01-hands-on-ml-geron ch14
What is a 1×1 convolution for?	It has no spatial extent, so it acts purely across channels — a learned linear mixing of feature maps, typically used as a cheap dimensionality bottleneck (GoogLeNet, ResNet bottleneck blocks).	01-hands-on-ml-geron ch14
Why can't RNN training be parallelized over time?	The hidden state at step t depends on step t−1, so steps must run in order. Sequence length becomes sequential wall-clock time regardless of hardware. Self-attention removes this by computing all positions simultaneously as one matrix multiply.	01-hands-on-ml-geron ch15
What are an LSTM's three gates?	<b>Forget</b> (what to erase from the cell state), <b>input</b> (what new information to write), and <b>output</b> (what part of the cell state to expose at this step). The cell state itself flows through with only multiplicative and additive interactions — a memory highway.	01-hands-on-ml-geron ch15
Why do RNNs use tanh rather than ReLU by default?	The same weights are applied repeatedly through time, so an unbounded activation compounds and explodes. A saturating activation keeps the recurrence stable.	01-hands-on-ml-geron ch15
Why LayerNorm rather than BatchNorm in an RNN?	BatchNorm's statistics are computed across the batch and do not behave sensibly across time steps or variable-length sequences. LayerNorm normalizes within a single example, so it is independent of batch composition — the same reason transformers use it.	01-hands-on-ml-geron ch15
What is a dilated causal convolution, and what does WaveNet do with it?	A 1D convolution that skips inputs at a fixed rate and only looks backwards in time. WaveNet doubles the dilation each layer (1, 2, 4, 8, …), so 10 layers reach a 1,024-step receptive field — with fully parallel training and no recurrence.	01-hands-on-ml-geron ch15
What lesson does WaveNet beating LSTMs teach about architecture?	The winning move was not better recurrence but <b>removing recurrence</b>, so training could parallelize. Attention took the same step further, which is why transformers replaced RNNs.	01-hands-on-ml-geron ch15
What problem does attention solve in seq2seq models?	The fixed-size context-vector bottleneck. Rather than compressing the whole input into one vector, the decoder computes a fresh weighted combination of <i>all</i> encoder outputs at every output step, so translation quality no longer collapses on long sentences.	01-hands-on-ml-geron ch16
Write scaled dot-product attention and name each term.	Attention(Q,K,V) = softmax(QKᵀ/√d_k)V. Query = what this position seeks; Key = what each position offers; Value = what each contributes when selected. The softmax turns scores into weights summing to 1; the result is a weighted average of values.	01-hands-on-ml-geron ch16
Why divide by √d_k in attention?	For large d_k, dot products of random vectors have variance proportional to d_k, so the scores get large and push the softmax into saturation, where one weight is ~1 and gradients vanish. Dividing by √d_k restores variance ~1.	01-hands-on-ml-geron ch16
Why is multi-head attention better than a single attention operation?	One attention op produces exactly one weighted average, so it can attend to only one thing. Multiple heads attend in different learned subspaces simultaneously — one may track syntactic agreement while another tracks coreference.	01-hands-on-ml-geron ch16
Why do transformers need positional encodings?	Self-attention is permutation-invariant — it treats the input as a set. Without explicit position information the model cannot distinguish "dog bites man" from "man bites dog."	01-hands-on-ml-geron ch16
What does temperature do, mechanically?	Divides the logits by T before the softmax. T &lt; 1 sharpens the distribution toward the argmax (conservative); T &gt; 1 flattens it toward uniform (diverse). It is applied to logits, not to probabilities.	01-hands-on-ml-geron ch16
Self-attention vs cross-attention?	In self-attention, Q, K, and V all come from the same sequence. In cross-attention, Q comes from the decoder while K and V come from the encoder — which is how a decoder consults the source sentence.	01-hands-on-ml-geron ch16
Why does an autoencoder need a bottleneck (or equivalent regularization)?	Without one it can learn the identity function and copy input to output, learning nothing. Constraining capacity forces it to discard information, and what it chooses to keep is the useful representation.	01-hands-on-ml-geron ch17
What classical technique does a linear autoencoder with MSE loss reproduce?	PCA. Adding nonlinear layers generalizes it to nonlinear dimensionality reduction, capable of unrolling manifolds a linear projection cannot.	01-hands-on-ml-geron ch17
What is a denoising autoencoder, and which famous LLM training objective is it?	Corrupt the input (noise or dropout) and train to reconstruct the <i>clean</i> original. BERT's masked language modeling is exactly this — masking is the corruption, and the original tokens are the target.	01-hands-on-ml-geron ch17
What does the KL divergence term do in a VAE?	It pushes the encoded distributions toward a standard Gaussian, making the latent space smooth and continuous. Without it, codings scatter arbitrarily and points between them decode to nothing — so you cannot sample or interpolate.	01-hands-on-ml-geron ch17
What is the reparameterization trick and why is it needed?	Sample ε ~ N(0,1) and compute μ + σ·ε instead of sampling directly from N(μ, σ). It moves the randomness outside the computation graph so gradients can flow through what would otherwise be a non-differentiable random node.	01-hands-on-ml-geron ch17
What is mode collapse in a GAN?	The generator discovers one (or a few) outputs that reliably fool the discriminator and produces only those, losing all diversity. The loss curves can look healthy throughout, which is why you must inspect samples.	01-hands-on-ml-geron ch17
Why are sparse autoencoders suddenly relevant to LLM interpretability?	Trained on transformer activations, they decompose superposed polysemantic neurons into sparse, more monosemantic features — the main current technique for reading what an LLM has internally represented.	01-hands-on-ml-geron ch17
What is the credit assignment problem?	Rewards are delayed and aggregate, so it is unclear which of the many actions taken deserve credit. Discounting (γ) and advantage estimation are the standard partial answers. In RLHF, one scalar reward must be attributed across hundreds of token decisions.	01-hands-on-ml-geron ch18
Why normalize returns in policy gradient methods?	Without a baseline, every action in a successful episode is reinforced — including the bad ones. Subtracting the mean makes the signal <i>relative</i> (an advantage), so only better-than-average actions get positive weight, drastically reducing variance.	01-hands-on-ml-geron ch18
Map RL vocabulary onto RLHF.	Agent = the LLM; action = emitting a token; policy = the next-token distribution; environment = the conversation; reward = a reward model trained on human preferences; policy gradient = PPO. DPO skips the RL loop by optimizing a preference objective directly.	01-hands-on-ml-geron ch18
Why does a DQN need a replay buffer and a target network?	Consecutive experiences are highly correlated, violating SGD's IID assumption — the replay buffer decorrelates them. And the regression target moves as you update the network, so you chase your own tail — a periodically-frozen target network stabilizes it.	01-hands-on-ml-geron ch18
What is reward hacking, and why does it matter for LLMs?	The agent optimizes the reward you specified rather than the outcome you intended, exploiting flaws in the proxy. Reward models in RLHF are proxies for human preference; optimizing hard against them finds their failure modes — which is why a KL penalty to the reference model is used.	01-hands-on-ml-geron ch18
What statistical bias does Double DQN correct, and where else does it appear?	Taking the max over noisy estimates is biased upward, so plain Q-learning overestimates values. The same bias makes best-of-n selection overestimate quality when the selector is a noisy judge — a real hazard in LLM evaluation.	01-hands-on-ml-geron ch18
What does a SavedModel contain, and why does that matter?	The computation graph, the weights, <i>and</i> any preprocessing layers. Bundling preprocessing is what prevents training/serving skew — the transformation ships with the weights instead of being reimplemented in the serving code.	01-hands-on-ml-geron ch19
What is post-training quantization and what does it buy?	Storing weights as 8-bit integers (with a per-tensor scale and zero-point) instead of 32-bit floats. Roughly 4× smaller and often faster, at a small accuracy cost. This is the same mechanism behind 4-bit quantized LLMs.	01-hands-on-ml-geron ch19
Mirrored strategy vs parameter server — what's the tradeoff?	Mirrored is synchronous: all replicas AllReduce their gradients and apply identical updates — correct, but the slowest worker sets the pace. Parameter server is asynchronous: no stragglers, but replicas compute on stale parameters, which often converges worse.	01-hands-on-ml-geron ch19
Why was model parallelism "usually not worth it" for CNNs but mandatory for LLMs?	CNNs fit on one device, so splitting them added communication for no benefit. A 70B-parameter model simply does not fit, so tensor, pipeline, and data parallelism are combined out of necessity — plus ZeRO/FSDP sharding of optimizer state.	01-hands-on-ml-geron ch19
What are canary, A/B, and shadow deployments?	Canary routes a small traffic percentage to the new version and ramps up on good metrics. A/B splits traffic deliberately to compare. Shadow sends real traffic to the new version but discards its responses, comparing offline — the safest option.	01-hands-on-ml-geron ch19
Why does server-side batching help, and what does it cost?	Grouping concurrent requests into one inference call greatly improves hardware utilization. It costs a little latency, since early requests wait for the batch to fill. Max batch size and max wait time are the knobs — and this is the direct ancestor of continuous batching in LLM serving.	01-hands-on-ml-geron ch19
What is word2vec's fundamental limitation?	One static vector per word regardless of context — "bank" gets a single embedding serving both the riverbank and the financial institution. Contextual embeddings from transformers give each occurrence its own vector.	02-hands-on-llms-alammar ch01
Encoder-only vs decoder-only models — what determines what each can do?	Encoder-only (BERT) uses bidirectional attention and is trained by masked language modeling — great for classification and retrieval, incapable of generation. Decoder-only (GPT) uses causal attention and next-token prediction — built for generation.	02-hands-on-llms-alammar ch01
What is the difference between a base model and an instruct model?	A base model is pretrained only and continues text; asked to "write a poem," it may produce more instructions because that is a plausible continuation. An instruct model has been post-trained (SFT + preference tuning) to treat the text as a request.	02-hands-on-llms-alammar ch01
Why does skipping the chat template hurt quality?	Instruct models are fine-tuned with specific role and turn markers. Feeding a raw string puts the model off-distribution from its training format. Use <code>tokenizer.apply_chat_template()</code>.	02-hands-on-llms-alammar ch01
What makes LLMs broadly useful in a way earlier NLP models were not?	Generality. One model performs classification, extraction, summarization, translation, and generation with no task-specific training, because all of those tasks can be expressed as text continuation.	02-hands-on-llms-alammar ch01
How does Byte Pair Encoding build its vocabulary?	Start from individual characters/bytes, repeatedly count adjacent pairs in the corpus and merge the most frequent pair into a new token, until reaching the target vocabulary size. Frequent words become single tokens; rare words stay split.	02-hands-on-llms-alammar ch02
Why can't an LLM count the letters in a word?	It never sees letters. "strawberry" arrives as something like <code>["straw", "berry"]</code> — two integers. Counting characters requires introspecting a representation the model does not have.	02-hands-on-llms-alammar ch02
Why does the same sentence cost more tokens in Thai than in English?	The tokenizer's vocabulary was learned from a mostly-English corpus, so other languages fragment into many more subword pieces. The cost difference can be 3–5×, which is a real production concern for multilingual apps.	02-hands-on-llms-alammar ch02
What is the difference between the embedding matrix and contextual embeddings?	The embedding matrix is a static lookup table (vocab_size × dim) — one context-free vector per token ID. Contextual embeddings are what each position holds <i>after</i> passing through the transformer's layers, shaped by surrounding tokens. Both exist in the same model.	02-hands-on-llms-alammar ch02
